clip_id,emotion
clip_001985,fear
clip_001986,disgust
clip_001988,neutral
clip_001989,neutral
clip_001991,fear
clip_001992,fear
clip_001993,anger
clip_001994,anger
clip_001996,fear
clip_001997,disgust
clip_001998,fear
clip_002000,fear
clip_002001,anger
clip_002003,neutral
clip_002004,neutral
clip_002005,happy
clip_002006,neutral
clip_002007,disgust
clip_002008,fear
clip_002009,neutral
clip_002012,neutral
clip_002013,sad
clip_002014,neutral
clip_002016,fear
clip_002017,sad
clip_002018,neutral
clip_002019,anger
clip_002020,sad
clip_002022,disgust
clip_002023,disgust
clip_002024,happy
clip_002027,sad
clip_002028,neutral
clip_002030,anger
clip_002031,sad
clip_002032,disgust
clip_002033,anger
clip_002035,anger
clip_002036,neutral
clip_002037,neutral
clip_002038,neutral
clip_002039,sad
clip_002040,disgust
clip_002041,neutral
clip_002042,neutral
clip_002044,sad
clip_002045,anger
clip_002046,neutral
clip_002047,fear
clip_002048,sad
clip_002050,anger
clip_002051,happy
clip_002052,neutral
clip_002053,sad
clip_002056,disgust
clip_002057,fear
clip_002058,sad
clip_002062,fear
clip_002064,anger
clip_002065,disgust
clip_002066,sad
clip_002067,anger
clip_002068,fear
clip_002069,anger
clip_002070,happy
clip_002071,happy
clip_002072,fear
clip_002073,happy
clip_002074,anger
clip_002075,happy
clip_002077,anger
clip_002078,anger
clip_002079,happy
clip_002080,happy
clip_002081,disgust
clip_002082,happy
clip_002085,sad
clip_002086,anger
clip_002087,disgust
clip_002088,sad
clip_002089,happy
clip_002092,neutral
clip_002093,happy
clip_002094,fear
clip_002095,sad
clip_002097,fear
clip_002099,fear
clip_002100,happy
clip_002101,neutral
clip_002104,fear
clip_002105,anger
clip_002106,sad
clip_002108,happy
clip_002110,fear
clip_002111,anger
clip_002112,neutral
clip_002114,neutral
clip_002116,neutral
clip_002117,fear
clip_002118,fear
clip_002119,fear
clip_002120,sad
clip_002121,happy
clip_002123,fear
clip_002124,neutral
clip_002125,neutral
clip_002127,sad
clip_002130,fear
clip_002131,disgust
clip_002133,anger
clip_002134,happy
clip_002135,fear
clip_002136,anger
clip_002139,disgust
clip_002140,fear
clip_002141,disgust
clip_002142,anger
clip_002144,happy
clip_002146,anger
clip_002147,anger
clip_002148,fear
clip_002149,anger
clip_002152,happy
clip_002153,neutral
clip_002154,happy
clip_002156,anger
clip_002157,fear
clip_002159,neutral
clip_002160,disgust
clip_002161,fear
clip_002164,fear
clip_002165,disgust
clip_002166,anger
clip_002167,neutral
clip_002168,fear
clip_002171,anger
clip_002172,anger
clip_002173,anger
clip_002174,disgust
clip_002177,sad
clip_002180,neutral
clip_002181,anger
clip_002182,neutral
clip_002183,happy
clip_002184,happy
clip_002185,anger
clip_002186,neutral
clip_002187,happy
clip_002188,happy
clip_002191,fear
clip_002192,fear
clip_002193,happy
clip_002194,anger
clip_002195,sad
clip_002197,fear
clip_002199,anger
clip_002201,neutral
clip_002202,anger
clip_002203,disgust
clip_002204,sad
clip_002205,anger
clip_002206,fear
clip_002207,happy
clip_002208,sad
clip_002209,disgust
clip_002211,fear
clip_002213,fear
clip_002214,anger
clip_002215,fear
clip_002216,anger
clip_002217,disgust
clip_002218,disgust
clip_002219,neutral
clip_002222,neutral
clip_002224,anger
clip_002225,neutral
clip_002226,disgust
clip_002227,fear
clip_002229,fear
clip_002230,sad
clip_002232,disgust
clip_002233,anger
clip_002234,anger
clip_002236,anger
clip_002237,sad
clip_002238,disgust
clip_002240,anger
clip_002242,disgust
clip_002244,anger
clip_002246,fear
clip_002247,happy
clip_002248,happy
clip_002249,happy
clip_002250,anger
clip_002252,sad
clip_002255,anger
clip_002256,anger
clip_002257,happy
clip_002258,happy
clip_002259,sad
clip_002260,neutral
clip_002261,sad
clip_002263,fear
clip_002264,fear
clip_002265,disgust
clip_002266,neutral
clip_002267,disgust
clip_002268,sad
clip_002270,fear
clip_002271,fear
clip_002272,sad
clip_002273,anger
clip_002274,disgust
clip_002276,disgust
clip_002279,disgust
clip_002280,sad
clip_002281,fear
clip_002282,neutral
clip_002283,happy
clip_002285,disgust
clip_002286,happy
clip_002287,anger
clip_002289,sad
clip_002292,happy
clip_002293,disgust
clip_002294,fear
clip_002295,fear
clip_002297,anger
clip_002300,neutral
clip_002301,fear
clip_002302,happy
clip_002303,neutral
clip_002304,sad
clip_002305,fear
clip_002306,sad
clip_002307,happy
clip_002308,sad
clip_002310,disgust
clip_002311,disgust
clip_002314,neutral
clip_002315,anger
clip_002316,disgust
clip_002317,neutral
clip_002318,anger
clip_002319,fear
clip_002320,disgust
clip_002321,sad
clip_002322,sad
clip_002323,fear
clip_002324,neutral
clip_002325,sad
clip_002326,anger
clip_002327,fear
clip_002328,happy
clip_002329,neutral
clip_002330,happy
clip_002333,fear
clip_002334,disgust
clip_002335,happy
clip_002336,anger
clip_002337,sad
clip_002339,fear
clip_002340,anger
clip_002341,disgust
clip_002342,happy
clip_002343,disgust
clip_002344,neutral
clip_002347,happy
clip_002348,sad
clip_002350,neutral
clip_002351,anger
clip_002353,fear
clip_002354,fear
clip_002355,neutral
clip_002357,happy
clip_002358,happy
clip_002360,disgust
clip_002361,fear
clip_002362,fear
clip_002363,fear
clip_002365,happy
clip_002366,anger
clip_002367,sad
clip_002368,anger
clip_002369,anger
clip_002370,disgust
clip_002372,anger
clip_002374,sad
clip_002376,disgust
clip_002377,happy
clip_002378,sad
clip_002381,disgust
clip_002383,happy
clip_002385,happy
clip_002386,disgust
clip_002387,disgust
clip_002389,disgust
clip_002392,fear
clip_002393,fear
clip_002394,disgust
clip_002395,happy
clip_002397,sad
clip_002398,fear
clip_002400,sad
clip_002401,anger
clip_002402,sad
clip_002404,disgust
clip_002405,happy
clip_002406,sad
clip_002407,fear
clip_002408,fear
clip_002410,anger
clip_002414,neutral
clip_002418,fear
clip_002419,fear
clip_002421,anger
clip_002422,fear
clip_002423,disgust
clip_002424,fear
clip_002425,neutral
clip_002426,sad
clip_002427,sad
clip_002428,sad
clip_002430,fear
clip_002431,neutral
clip_002432,fear
clip_002433,disgust
clip_002435,sad
clip_002436,fear
clip_002437,fear
clip_002438,sad
clip_002439,disgust
clip_002441,anger
clip_002442,anger
clip_002443,disgust
clip_002444,sad
clip_002446,disgust
clip_002447,happy
clip_002450,anger
clip_002453,sad
clip_002455,sad
clip_002456,anger
clip_002457,fear
clip_002458,anger
clip_002459,sad
clip_002461,anger
clip_002462,anger
clip_002465,disgust
clip_002466,neutral
clip_002467,sad
clip_002468,anger
clip_002469,fear
clip_002470,fear
clip_002471,happy
clip_002474,fear
clip_002475,sad
clip_002476,anger
clip_002477,disgust
clip_002478,fear
clip_002479,happy
clip_002480,fear
clip_002481,fear
clip_002483,anger
clip_002485,fear
clip_002487,fear
clip_002488,happy
clip_002489,fear
clip_002490,fear
clip_002491,neutral
clip_002492,sad
clip_002493,happy
clip_002496,happy
clip_002497,disgust
clip_002498,sad
clip_002499,fear
clip_002501,neutral
clip_002502,happy
clip_002503,neutral
clip_002504,anger
clip_002505,sad
clip_002506,fear
clip_002508,disgust
clip_002509,anger
clip_002512,neutral
clip_002514,neutral
clip_002515,happy
clip_002517,sad
clip_002520,fear
clip_002521,sad
clip_002522,happy
clip_002523,anger
clip_002525,sad
clip_002526,happy
clip_002527,happy
clip_002529,sad
clip_002531,anger
clip_002535,fear
clip_002539,happy
clip_002540,sad
clip_002541,neutral
clip_002544,sad
clip_002545,anger
clip_002546,sad
clip_002547,fear
clip_002549,disgust
clip_002550,happy
clip_002551,sad
clip_002553,neutral
clip_002555,sad
clip_002556,sad
clip_002557,happy
clip_002560,happy
clip_002561,fear
clip_002563,fear
clip_002565,disgust
clip_002566,disgust
clip_002567,fear
clip_002568,fear
clip_002570,sad
clip_002574,sad
clip_002575,happy
clip_002576,disgust
clip_002578,anger
clip_002579,neutral
clip_002583,neutral
clip_002584,disgust
clip_002586,happy
clip_002587,fear
clip_002591,happy
clip_002592,disgust
clip_002593,neutral
clip_002594,fear
clip_002595,happy
clip_002599,fear
clip_002600,fear
clip_002601,anger
clip_002602,neutral
clip_002603,fear
clip_002605,sad
clip_002606,fear
clip_002607,sad
clip_002608,sad
clip_002609,disgust
clip_002610,disgust
clip_002611,sad
clip_002612,anger
clip_002613,sad
clip_002615,sad
clip_002616,happy
clip_002617,sad
clip_002618,sad
clip_002619,anger
clip_002622,sad
clip_002623,fear
clip_002625,disgust
clip_002626,fear
clip_002627,neutral
clip_002628,anger
clip_002629,disgust
clip_002630,happy
clip_002631,anger
clip_002632,disgust
clip_002634,neutral
clip_002635,sad
clip_002636,sad
clip_002638,disgust
clip_002639,sad
clip_002640,anger
clip_002641,disgust
clip_002642,sad
clip_002643,sad
clip_002644,anger
clip_002647,fear
clip_002648,sad
clip_002649,anger
clip_002650,fear
clip_002651,anger
clip_002652,disgust
clip_002654,happy
clip_002655,disgust
clip_002661,disgust
clip_002663,fear
clip_002664,fear
clip_002665,neutral
clip_002668,neutral
clip_002669,disgust
clip_002670,neutral
clip_002671,disgust
clip_002672,disgust
clip_002673,fear
clip_002674,happy
clip_002675,happy
clip_002676,anger
clip_002679,happy
clip_002680,fear
clip_002681,neutral
clip_002683,fear
clip_002685,sad
clip_002687,fear
clip_002688,sad
clip_002689,fear
clip_002691,anger
clip_002693,anger
clip_002694,anger
clip_002695,happy
clip_002696,fear
clip_002697,happy
clip_002698,anger
clip_002699,happy
clip_002700,anger
clip_002701,disgust
clip_002704,fear
clip_002706,anger
clip_002709,fear
clip_002710,fear
clip_002711,anger
clip_002712,anger
clip_002713,happy
clip_002714,disgust
clip_002715,disgust
clip_002716,sad
clip_002718,neutral
clip_002719,anger
clip_002720,neutral
clip_002721,fear
clip_002722,happy
clip_002723,disgust
clip_002725,happy
clip_002728,fear
clip_002729,neutral
clip_002730,neutral
clip_002731,happy
clip_002732,fear
clip_002733,sad
clip_002734,disgust
clip_002736,fear
clip_002738,anger
clip_002739,anger
clip_002740,sad
clip_002741,disgust
clip_002742,fear
clip_002743,neutral
clip_002744,anger
clip_002745,sad
clip_002746,anger
clip_002747,sad
clip_002748,happy
clip_002749,fear
clip_002751,anger
clip_002752,disgust
clip_002753,sad
clip_002754,happy
clip_002755,happy
clip_002756,anger
clip_002758,happy
clip_002759,neutral
clip_002761,happy
clip_002762,fear
clip_002763,disgust
clip_002764,happy
clip_002768,fear
clip_002769,disgust
clip_002771,sad
clip_002772,anger
clip_002775,anger
clip_002776,anger
clip_002777,fear
clip_002779,sad
clip_002780,neutral
clip_002781,disgust
clip_002782,sad
clip_002784,sad
clip_002785,sad
clip_002787,happy
clip_002789,happy
clip_002791,fear
clip_002793,sad
clip_002795,anger
clip_002797,sad
clip_002798,sad
clip_002800,sad
clip_002802,disgust
clip_002803,neutral
clip_002804,anger
clip_002805,disgust
clip_002807,sad
clip_002809,sad
clip_002811,disgust
clip_002812,fear
clip_002813,anger
clip_002816,anger
clip_002817,disgust
clip_002818,happy
clip_002819,neutral
clip_002820,disgust
clip_002821,sad
clip_002822,anger
clip_002823,sad
clip_002824,anger
clip_002825,fear
clip_002826,disgust
clip_002829,sad
clip_002830,neutral
clip_002831,disgust
clip_002832,sad
clip_002833,fear
clip_002834,happy
clip_002835,fear
clip_002836,fear
clip_002837,happy
clip_002839,sad
clip_002840,disgust
clip_002843,happy
clip_002844,fear
clip_002846,sad
clip_002849,anger
clip_002851,neutral
clip_002852,happy
clip_002854,disgust
clip_002855,anger
clip_002856,fear
clip_002857,fear
clip_002858,sad
clip_002860,anger
clip_002861,disgust
clip_002863,anger
clip_002864,neutral
clip_002866,anger
clip_002867,disgust
clip_002868,happy
clip_002869,sad
clip_002871,neutral
clip_002872,neutral
clip_002873,neutral
clip_002874,happy
clip_002875,sad
clip_002876,happy
clip_002877,disgust
clip_002878,sad
clip_002879,happy
clip_002880,fear
clip_002881,fear
clip_002882,happy
clip_002883,happy
clip_002884,fear
clip_002885,anger
clip_002886,disgust
clip_002888,happy
clip_002889,fear
clip_002890,anger
clip_002893,sad
clip_002894,sad
clip_002895,anger
clip_002896,happy
clip_002897,disgust
clip_002900,neutral
clip_002901,neutral
clip_002904,neutral
clip_002905,neutral
clip_002906,anger
clip_002907,anger
clip_002908,fear
clip_002910,fear
clip_002911,anger
clip_002912,happy
clip_002913,anger
clip_002914,sad
clip_002915,fear
clip_002917,anger
clip_002918,happy
clip_002919,anger
clip_002920,anger
clip_002921,anger
clip_002924,disgust
clip_002925,neutral
clip_002926,disgust
clip_002927,disgust
clip_002929,disgust
clip_002930,fear
clip_002932,fear
clip_002933,disgust
clip_002935,disgust
clip_002936,neutral
clip_002938,anger
clip_002939,neutral
clip_002940,fear
clip_002941,anger
clip_002945,anger
clip_002946,disgust
clip_002947,disgust
clip_002949,neutral
clip_002950,fear
clip_002951,sad
clip_002952,disgust
clip_002953,disgust
clip_002954,anger
clip_002956,neutral
clip_002957,anger
clip_002958,neutral
clip_002959,neutral
clip_002960,happy
clip_002961,happy
clip_002962,disgust
clip_002963,fear
clip_002965,sad
clip_002966,neutral
clip_002967,disgust
clip_002968,happy
clip_002969,neutral
clip_002970,disgust
clip_002971,neutral
clip_002972,fear
clip_002973,neutral
clip_002974,anger
clip_002975,neutral
clip_002977,disgust
clip_002979,happy
clip_002980,sad
clip_002981,anger
clip_002984,fear
clip_002985,sad
clip_002986,anger
clip_002987,anger
clip_002988,neutral
clip_002989,disgust
clip_002991,fear
clip_002992,sad
clip_002993,sad
clip_002994,sad
clip_002996,anger
clip_002998,sad
clip_002999,fear
clip_003000,anger
clip_003001,happy
clip_003002,fear
clip_003003,fear
clip_003004,anger
clip_003005,fear
clip_003006,neutral
clip_003007,neutral
clip_003010,disgust
clip_003011,disgust
clip_003013,happy
clip_003014,anger
clip_003015,disgust
clip_003016,neutral
clip_003017,happy
clip_003018,anger
clip_003019,fear
clip_003020,happy
clip_003021,disgust
clip_003022,anger
clip_003023,fear
clip_003026,disgust
clip_003029,fear
clip_003030,fear
clip_003031,disgust
clip_003032,disgust
clip_003033,happy
clip_003035,happy
clip_003036,anger
clip_003037,sad
clip_003038,disgust
clip_003040,neutral
clip_003041,sad
clip_003042,happy
clip_003044,sad
clip_003046,sad
clip_003047,anger
clip_003048,fear
clip_003050,neutral
clip_003052,disgust
clip_003053,sad
clip_003054,anger
clip_003055,fear
clip_003056,neutral
clip_003057,fear
clip_003059,anger
clip_003060,sad
clip_003061,happy
clip_003062,fear
clip_003064,sad
clip_003065,neutral
clip_003066,anger
clip_003067,neutral
clip_003070,sad
clip_003071,neutral
clip_003072,anger
clip_003074,sad
clip_003075,sad
clip_003077,fear
clip_003078,anger
clip_003080,happy
clip_003081,fear
clip_003082,happy
clip_003084,neutral
clip_003087,disgust
clip_003091,anger
clip_003092,disgust
clip_003093,sad
clip_003094,disgust
clip_003096,disgust
clip_003097,neutral
clip_003098,disgust
clip_003099,anger
clip_003100,happy
clip_003101,happy
clip_003103,fear
clip_003104,sad
clip_003105,neutral
clip_003106,fear
clip_003107,disgust
clip_003108,sad
clip_003109,neutral
clip_003111,disgust
clip_003112,happy
clip_003113,anger
clip_003114,happy
clip_003115,happy
clip_003116,happy
clip_003117,sad
clip_003118,neutral
clip_003119,disgust
clip_003120,fear
clip_003121,happy
clip_003122,sad
clip_003123,happy
clip_003124,happy
clip_003128,neutral
clip_003130,fear
clip_003132,fear
clip_003133,happy
clip_003134,sad
clip_003135,sad
clip_003137,disgust
clip_003139,fear
clip_003140,happy
clip_003141,disgust
clip_003142,anger
clip_003143,anger
clip_003146,sad
clip_003147,disgust
clip_003148,anger
clip_003149,disgust
clip_003150,happy
clip_003151,fear
clip_003152,fear
clip_003153,anger
clip_003154,neutral
clip_003155,disgust
clip_003156,fear
clip_003157,sad
clip_003158,disgust
clip_003159,sad
clip_003160,sad
clip_003162,neutral
clip_003163,sad
clip_003164,anger
clip_003165,neutral
clip_003166,sad
clip_003167,sad
clip_003168,happy
clip_003169,anger
clip_003171,anger
clip_003172,happy
clip_003173,anger
clip_003174,anger
clip_003175,disgust
clip_003176,neutral
clip_003177,disgust
clip_003178,anger
clip_003179,happy
clip_003180,fear
clip_003182,happy
clip_003183,neutral
clip_003184,disgust
clip_003185,neutral
clip_003186,anger
clip_003187,sad
clip_003189,disgust
clip_003190,fear
clip_003192,happy
clip_003193,sad
clip_003194,happy
clip_003195,fear
clip_003197,sad
clip_003198,neutral
clip_003199,disgust
clip_003200,disgust
clip_003202,happy
clip_003203,disgust
clip_003204,anger
clip_003205,anger
clip_003206,happy
clip_003207,happy
clip_003208,fear
clip_003211,happy
clip_003216,happy
clip_003217,fear
clip_003219,sad
clip_003221,neutral
clip_003222,sad
clip_003225,disgust
clip_003226,neutral
clip_003227,happy
clip_003229,anger
clip_003231,neutral
clip_003232,anger
clip_003234,fear
clip_003236,neutral
clip_003237,sad
clip_003238,fear
clip_003239,disgust
clip_003240,fear
clip_003241,sad
clip_003242,fear
clip_003243,anger
clip_003244,happy
clip_003246,disgust
clip_003247,disgust
clip_003249,anger
clip_003250,happy
clip_003252,sad
clip_003253,sad
clip_003254,fear
clip_003255,neutral
clip_003257,fear
clip_003258,disgust
clip_003259,anger
clip_003261,happy
clip_003262,neutral
clip_003263,fear
clip_003264,anger
clip_003265,disgust
clip_003266,sad
clip_003268,disgust
clip_003269,anger
clip_003270,disgust
clip_003272,fear
clip_003273,neutral
clip_003274,sad
clip_003275,neutral
clip_003276,happy
clip_003277,neutral
clip_003278,sad
clip_003279,fear
clip_003281,anger
clip_003282,anger
clip_003284,anger
clip_003285,neutral
clip_003287,neutral
clip_003289,sad
clip_003291,happy
clip_003292,happy
clip_003293,sad
clip_003294,sad
clip_003295,anger
clip_003296,sad
clip_003297,sad
clip_003302,neutral
clip_003303,fear
clip_003304,happy
clip_003306,anger
clip_003308,disgust
clip_003309,sad
clip_003310,sad
clip_003311,anger
clip_003312,happy
clip_003313,sad
clip_003314,fear
clip_003315,happy
clip_003316,sad
clip_003317,neutral
clip_003321,happy
clip_003324,disgust
clip_003326,sad
clip_003327,neutral
clip_003328,disgust
clip_003329,fear
clip_003330,happy
clip_003332,fear
clip_003333,anger
clip_003334,fear
clip_003337,fear
clip_003338,sad
clip_003340,disgust
clip_003341,sad
clip_003342,fear
clip_003343,neutral
clip_003345,anger
clip_003346,anger
clip_003347,sad
clip_003349,neutral
clip_003351,disgust
clip_003352,sad
clip_003353,disgust
clip_003354,fear
clip_003355,fear
clip_003357,fear
clip_003358,fear
clip_003361,happy
clip_003362,sad
clip_003364,sad
clip_003367,sad
clip_003368,fear
clip_003369,anger
clip_003371,neutral
clip_003373,happy
clip_003374,happy
clip_003375,sad
clip_003376,fear
clip_003378,disgust
clip_003379,sad
clip_003380,disgust
clip_003381,neutral
clip_003382,happy
clip_003383,disgust
clip_003385,anger
clip_003386,fear
clip_003387,disgust
clip_003388,disgust
clip_003391,sad
clip_003392,disgust
clip_003393,fear
clip_003394,sad
clip_003396,anger
clip_003399,happy
clip_003400,disgust
clip_003401,neutral
clip_003403,fear
clip_003404,happy
clip_003405,sad
clip_003406,happy
clip_003408,anger
clip_003410,sad
clip_003411,anger
clip_003413,anger
clip_003414,anger
clip_003415,fear
clip_003416,anger
clip_003417,disgust
clip_003418,disgust
clip_003420,sad
clip_003421,disgust
clip_003422,anger
clip_003425,anger
clip_003427,neutral
clip_003428,disgust
clip_003429,neutral
clip_003430,fear
clip_003431,disgust
clip_003433,disgust
clip_003435,happy
clip_003436,anger
clip_003437,disgust
clip_003439,happy
clip_003440,sad
clip_003441,happy
clip_003442,sad
clip_003443,disgust
clip_003444,disgust
clip_003446,neutral
clip_003447,neutral
clip_003448,anger
clip_003449,sad
clip_003450,sad
clip_003451,anger
clip_003453,disgust
clip_003454,disgust
clip_003455,neutral
clip_003457,neutral
clip_003458,anger
clip_003459,anger
clip_003460,anger
clip_003461,neutral
clip_003462,sad
clip_003463,sad
clip_003464,sad
clip_003466,fear
clip_003467,disgust
clip_003468,sad
clip_003470,happy
clip_003475,fear
clip_003476,neutral
clip_003477,disgust
clip_003478,anger
clip_003479,fear
clip_003480,happy
clip_003481,anger
clip_003482,happy
clip_003483,sad
clip_003484,disgust
clip_003487,sad
clip_003488,disgust
clip_003490,anger
clip_003491,sad
clip_003493,fear
clip_003494,disgust
clip_003496,neutral
clip_003497,sad
clip_003498,anger
clip_003500,fear
clip_003501,sad
clip_003502,neutral
clip_003503,happy
clip_003505,happy
clip_003508,disgust
clip_003511,anger
clip_003512,anger
clip_003513,happy
clip_003514,fear
clip_003515,fear
clip_003517,neutral
clip_003518,sad
clip_003519,fear
clip_003520,anger
clip_003521,sad
clip_003523,sad
clip_003525,disgust
clip_003528,fear
clip_003529,disgust
clip_003532,disgust
clip_003534,anger
clip_003535,anger
clip_003537,neutral
clip_003538,anger
clip_003539,disgust
clip_003540,disgust
clip_003541,anger
clip_003542,anger
clip_003545,happy
clip_003547,disgust
clip_003549,fear
clip_003550,sad
clip_003551,happy
clip_003552,disgust
clip_003556,sad
clip_003557,fear
clip_003558,anger
clip_003559,fear
clip_003560,sad
clip_003564,anger
clip_003565,neutral
clip_003566,neutral
clip_003568,sad
clip_003570,happy
clip_003571,disgust
clip_003572,anger
clip_003574,sad
clip_003578,neutral
clip_003579,disgust
clip_003580,fear
clip_003582,happy
clip_003583,fear
clip_003584,anger
clip_003585,anger
clip_003590,anger
clip_003592,sad
clip_003593,disgust
clip_003594,happy
clip_003595,fear
clip_003596,neutral
clip_003598,disgust
clip_003600,disgust
clip_003604,anger
clip_003605,sad
clip_003606,anger
clip_003607,anger
clip_003609,fear
clip_003610,neutral
clip_003611,happy
clip_003612,happy
clip_003614,neutral
clip_003615,fear
clip_003616,sad
clip_003618,disgust
clip_003619,happy
clip_003624,happy
clip_003625,anger
clip_003626,fear
clip_003627,happy
clip_003630,anger
clip_003631,fear
clip_003632,disgust
clip_003633,sad
clip_003634,fear
clip_003636,anger
clip_003637,happy
clip_003638,fear
clip_003639,anger
clip_003640,neutral
clip_003641,anger
clip_003643,neutral
clip_003644,sad
clip_003645,happy
clip_003647,anger
clip_003648,anger
clip_003649,fear
clip_003650,fear
clip_003651,happy
clip_003652,sad
clip_003653,disgust
clip_003654,sad
clip_003655,happy
clip_003656,happy
clip_003657,neutral
clip_003658,anger
clip_003659,neutral
clip_003661,anger
clip_003662,disgust
clip_003663,disgust
clip_003664,neutral
clip_003666,disgust
clip_003667,anger
clip_003668,neutral
clip_003669,neutral
clip_003670,happy
clip_003674,disgust
clip_003676,neutral
clip_003677,disgust
clip_003678,neutral
clip_003679,sad
clip_003681,fear
clip_003683,anger
clip_003685,happy
clip_003686,disgust
clip_003687,sad
clip_003688,fear
clip_003689,happy
clip_003690,neutral
clip_003691,happy
clip_003692,sad
clip_003694,disgust
clip_003695,sad
clip_003697,fear
clip_003698,disgust
clip_003700,sad
clip_003701,sad
clip_003702,neutral
clip_003703,happy
clip_003704,neutral
clip_003705,fear
clip_003706,fear
clip_003707,fear
clip_003709,neutral
clip_003711,neutral
clip_003713,happy
clip_003714,sad
clip_003715,anger
clip_003717,happy
clip_003718,happy
clip_003719,sad
clip_003720,happy
clip_003721,disgust
clip_003722,anger
clip_003724,fear
clip_003726,disgust
clip_003727,disgust
clip_003729,anger
clip_003730,fear
clip_003733,disgust
clip_003734,fear
clip_003736,disgust
clip_003737,neutral
clip_003738,neutral
clip_003739,disgust
clip_003741,sad
clip_003744,disgust
clip_003745,sad
clip_003746,anger
clip_003747,sad
clip_003750,anger
clip_003751,happy
clip_003752,fear
clip_003753,anger
clip_003755,fear
clip_003756,neutral
clip_003757,disgust
clip_003759,anger
clip_003760,disgust
clip_003761,disgust
clip_003762,sad
clip_003764,sad
clip_003765,anger
clip_003766,neutral
clip_003768,anger
clip_003769,sad
clip_003770,anger
clip_003771,anger
clip_003772,sad
clip_003774,sad
clip_003776,sad
clip_003777,fear
clip_003780,disgust
clip_003781,anger
clip_003782,disgust
clip_003786,anger
clip_003788,fear
clip_003791,neutral
clip_003792,disgust
clip_003793,sad
clip_003794,disgust
clip_003798,disgust
clip_003799,anger
clip_003800,sad
clip_003801,neutral
clip_003802,fear
clip_003804,anger
clip_003805,sad
clip_003806,disgust
clip_003807,neutral
clip_003811,disgust
clip_003812,sad
clip_003813,anger
clip_003815,fear
clip_003816,happy
clip_003817,fear
clip_003818,anger
clip_003819,neutral
clip_003821,fear
clip_003822,anger
clip_003824,anger
clip_003825,fear
clip_003826,neutral
clip_003827,happy
clip_003829,fear
clip_003831,anger
clip_003832,sad
clip_003833,happy
clip_003834,disgust
clip_003835,anger
clip_003836,disgust
clip_003837,anger
clip_003838,fear
clip_003839,neutral
clip_003840,neutral
clip_003841,happy
clip_003842,happy
clip_003843,disgust
clip_003845,sad
clip_003847,sad
clip_003848,anger
clip_003849,happy
clip_003850,fear
clip_003851,disgust
clip_003853,happy
clip_003854,sad
clip_003855,disgust
clip_003856,fear
clip_003857,sad
clip_003858,neutral
clip_003860,disgust
clip_003861,sad
clip_003862,fear
clip_003863,disgust
clip_003864,happy
clip_003865,fear
clip_003866,disgust
clip_003867,anger
clip_003870,sad
clip_003871,neutral
clip_003875,disgust
clip_003877,anger
clip_003878,disgust
clip_003879,anger
clip_003880,fear
clip_003882,disgust
clip_003883,happy
clip_003885,happy
clip_003886,fear
clip_003887,fear
clip_003888,anger
clip_003889,fear
clip_003890,disgust
clip_003891,anger
clip_003893,disgust
clip_003894,neutral
clip_003895,anger
clip_003896,happy
clip_003898,happy
clip_003899,fear
clip_003900,anger
clip_003901,anger
clip_003904,disgust
clip_003905,sad
clip_003906,fear
clip_003907,fear
clip_003908,neutral
clip_003909,disgust
clip_003911,sad
clip_003913,anger
clip_003914,neutral
clip_003917,fear
clip_003918,fear
clip_003919,fear
clip_003920,sad
clip_003921,fear
clip_003922,sad
clip_003925,anger
clip_003926,neutral
clip_003930,fear
clip_003931,anger
clip_003932,happy
clip_003933,neutral
clip_003934,neutral
clip_003937,neutral
clip_003938,disgust
clip_003939,anger
clip_003940,happy
clip_003941,sad
clip_003942,sad
clip_003943,disgust
clip_003944,disgust
clip_003945,neutral
clip_003946,happy
clip_003947,disgust
clip_003949,fear
clip_003950,fear
clip_003951,anger
clip_003953,sad
clip_003954,happy
clip_003955,fear
clip_003956,disgust
clip_003957,anger
clip_003958,fear
clip_003959,neutral
clip_003962,sad
clip_003963,disgust
clip_003964,disgust
clip_003965,sad
clip_003966,disgust
clip_003967,disgust
clip_003968,fear
clip_003971,neutral
clip_003972,neutral
clip_003973,happy
clip_003974,happy
clip_003977,happy
clip_003979,anger
clip_003981,sad
clip_003983,sad
clip_003984,sad
clip_003985,sad
clip_003986,neutral
clip_003988,happy
clip_003990,neutral
clip_003992,sad
clip_003994,anger
clip_003995,disgust
clip_003999,disgust
clip_004000,happy
clip_004003,happy
clip_004004,sad
clip_004005,happy
clip_004007,sad
clip_004008,disgust
clip_004009,happy
clip_004010,anger
clip_004012,sad
clip_004013,happy
clip_004014,sad
clip_004016,happy
clip_004017,happy
clip_004018,happy
clip_004020,happy
clip_004021,sad
clip_004022,happy
clip_004024,happy
clip_004025,fear
clip_004026,anger
clip_004027,fear
clip_004028,anger
clip_004029,anger
clip_004030,fear
clip_004032,disgust
clip_004033,disgust
clip_004034,disgust
clip_004035,happy
clip_004037,happy
clip_004038,anger
clip_004043,sad
clip_004044,happy
clip_004045,sad
clip_004047,neutral
clip_004048,fear
clip_004049,fear
clip_004050,fear
clip_004051,anger
clip_004052,fear
clip_004053,anger
clip_004055,neutral
clip_004056,anger
clip_004057,neutral
clip_004058,sad
clip_004059,happy
clip_004060,disgust
clip_004061,anger
clip_004062,fear
clip_004064,sad
clip_004065,disgust
clip_004066,neutral
clip_004067,anger
clip_004069,fear
